TAXID	NAME	SOURCE	LOCATION	HOST	DISEASE
69892	Microsporum gallinae			whales; human; ungulates; rabbits; Canis dog	infections
63402	Microsporum gypseum			human	infections
74039	Microsporum langeronii			human	infections
119676	Microsporum nanum			human	infections
190483	Microsporum persicolor			field mice; voles; dogs; human	infections
328624	Microsporum praecox			human	infections
231010	Microsporum racemosum			human	infections
328623	Microsporum vanbreuseghemii			human	infections
1485682	Mitosporidium daphniae			human	infections
28841	Moniezia expansa			cattle; hom sapiens; sheep; goats; pigs	infections
64615	Moniliella suaveolens			fishes; human	infections
10237	Moniliformis moniliformis			human; cats; ats; dogs; mice; hamsters	infections
36080	Mucor circinelloides			English yew; fragaria virginiana; oribatella quadricornuta; malus x domestica; human; velvet grass; phalaris arundinacea	infections
64493	Mucor hiemalis			strawberry; human	infections
64623	Mucor indicus			animals; human	Mucormycosis
4841	Mucor racemosus			animals; human	Mucormycosis
90264	Mucor ramosissimus			animals; human	Mucormycosis
6202	Multiceps brauni			dogs; human	infections
6202	Multiceps glomeratus			dogs; human	infections
6202	Multiceps longihamatus			dogs; human	infections
94034	Multiceps multiceps			dogs; human	infections
6202	Multiceps serialis			dogs; human	infections
78579	Myceliophthora thermophila			human	infections
227734	Mycocentrospora acerina			plants	infections
745397	Mycoleptodiscus indicus			human	infections
150376	Myriodontium keratinophilum			human	infections
470091	Myrmecridium schulzeri			human	infections
5763	Naegleria fowleri			human	infections
160659	Naegleria philippinensis			human	infections
1592208	Nannizzia cajetani			animals; human	infections
240278	Nanophyetus salmincola			Salmon; Juga plicifera; human	infections
463686	Nattrassia mangiferae			human	infections
51031	Necator americanus			human; cats; pig; rodents; Canis dog	infections
881290	Nematocida parisii 			human	infections
28838	Nematodirus abnormalis			human; cattle; sheep	infections
71585	Neobalantidium coli			human	balantidiasis
1434218	Neocatenulostroma abietis			zaruma; human; soybeans	infections
1325723	Neocosmospora vasinfecta			plants; human	infections
371117	Neodeightonia subglobosa			human	infections
84101	Neodiplostomum sp.			human	infections
463686	Neofusicoccum mangiferae			human	infections
36630	Neosartorya fischeri			human	infections
75549	Neosartorya hiratsukae			human	infections
108428	Neoscytalidium dimidiatum			human	infections
1451147	Neoscytalidium hyalinum			human	infections
572307	Neospora caninum			animals; human	infections
160030	Neotestudina rosatii			human	infections
5141	Neurospora crassa			plants	infections
510953	Neurospora discreta			plants	infections
40126	Neurospora sitophila			plants	infections
510951	Neurospora tetrasperma			plants	infections
114231	Nigrospora sphaerica			plants; human	leaf blight; infections
27977	Nosema africanum			human	infections
578461	Nosema bombycis			human	infections
578460	Nosema ceranae			honey bee	infections
27977	Nosema ceylonensis			human	infections
27977	Nosema connori			human	infections
27977	Nosema ocularum			human	infections
253628	Ochroconis gallopava			human	infections
228895	Ochroconis humicola			human	infections
883170	Oesophagostomum aculeatum			livestock; human	infections
61179	Oesophagostomum bifurcum			Kenya baboon; Mona monkey; human	infections
92252	Oesophagostomum stephanostomum			livestock; human	infections
78142	Oidiodendron cerealis			human	infections
459456	Onchocerca dewittei			pig leucomystax; pig; simulium bidentatum; human	infections
153009	Onchocerca lupi			cats; carnivores; human; Canis dog	infections
6282	Onchocerca volvulus			simulium damnosum; simulium kilibanum; human; simulium neavei	infections
130043	Onychocola canadensis			human	infections
147828	Opisthorchis felineus			cats; silver fox; human; Canis dog	infections
6197	Opisthorchis guayaquilensis			human	infections
1269762	Opisthorchis noverca			human	infections
41765	Opisthorchis sinensis			human	infections
6198	Opisthorchis viverrini			cats; bithynia funiculata; human; Canis dog	infections
174685	Ordospora colligata			mammals; human	infections
163369	Orientobilharzia turkestanica			animals; human	infections
100595	Ornithobilharzia sp.			animals; human	infections
6317	Ostertagia ostertagi			whales; cattle; human	
4890	Ovadendron ochraceum			human	infections
4890	Ovadendron sulphureo-ochraceum			human	infections
89141	Paecilomyces farinosus			human	paecilomycosis
114497	Paecilomyces fumosoroseus			human	paecilomycosis
43265	Paecilomyces javanicus			human	paecilomycosis
33203	Paecilomyces lilacinus			meloidogyne enterolobii; human; phakellia fusca; emerald ash borer; graptopsaltria nigrofuscata; European beewolf	paecilomycosis
264951	Paecilomyces variotii			grevillea robusta; saraca asoca; human; grateloupia turuturu; huperzia crispata; cocoa; maize; paddy straw mushroom	paecilomycosis
858349	Paecilomyces viridis			nine-banded armadillo; human; carnivores; Canis dog; Adelie penguin	paecilomycosis
1457282	Paracapillaria philippinensis			fish; human	infections
121759	Paracoccidioides brasiliensis			human	paracoccidioidomycosis
135648	Paraconiothyrium fuckelii			human; membranipora membranacea	infections
434055	Paragonimus africanus			crustaceans; human	Paragonimiasis
362703	Paragonimus bangkokensis			crustaceans; human	Paragonimiasis
34503	Paragonimus caliensis			crustaceans; human	Paragonimiasis
100268	Paragonimus heterotremus			cats; indochinamon tannanti; human; Canis dog	Paragonimiasis
34503	Paragonimus hueit'ungensis			crustaceans; human	Paragonimiasis
100269	Paragonimus kellicotti			human; indoplanorbis exustus; cats; Canis dog; orconectes virilis	Paragonimiasis
100270	Paragonimus mexicanus			Tehuana guerreroensis; human	Paragonimiasis
59628	Paragonimus miyazakii			human; geothelphusa dehaani	Paragonimiasis
59629	Paragonimus ohirai			crustaceans; human	Paragonimiasis
34503	Paragonimus phillipinensis			crustaceans; human	Paragonimiasis
62814	Paragonimus sadoensis			crustaceans; human	Paragonimiasis
100271	Paragonimus siamensis			crustaceans; human	Paragonimiasis
59630	Paragonimus skrjabini			human; Canis dog	Paragonimiasis
34503	Paragonimus uterobilateralis			human	Paragonimiasis
34504	Paragonimus westermani			human; maydelliathelphusa lugubris; cats; pig; carnivores; Canis dog	Paragonimiasis
6256	Parascaris equorum			human; ungulates	infections
6313	Parastrongylus cantonensis			human	infections
334426	Parastrongylus costaricensis			human	infections
1647934	Pearsonema plica			cats; human; Canis dog	infections
35557	Pelodera strongyloides			human	Strongyloidiasis
116969	Penicillium biourgeianum			human	infections
5074	Penicillium brevicompactum			human	infections
201291	Penicillium brocae			white shark; phakellia fusca; shoulder tick; human	infections
5076	Penicillium chrysogenum			human	infections
69768	Penicillium citreonigrum			salicornia bigelovii; eudicots; lucerne; hyoscyamus muticus; hamanigana; acropora formosa; St. John's-bread; aquilaria crassna; human; white shark; crown of thorns starfish; salicornia herbacea; wine grape; gorgonia ventalina; cymodocea rotundata; phalaris arundinacea; huperzia crispata; paspalum wrightii; crabwood; enhalus acoroides; zaruma; arabica coffee; batate	infections
5077	Penicillium citrinum			human	infections
36653	Penicillium commune			human; mastocarpus stellatus; devaleraea ramentacea; dulse	infections
69771	Penicillium decumbens			human	infections
28565	Penicillium dupontii			human	infections
27334	Penicillium expansum			human	infections
5078	Penicillium griseofulvum			human	infections
37727	Penicillium marneffei			zaruma; phalaris arundinacea; cyperus esculentus; human	infections
1266744	Penicillium purpurogenum			human	infections
69783	Penicillium raistrickii			human	infections
1431930	Penidiella venezuelensis			human	infections
5728	Pentatrichomonas hominis			human; cats; cattle; white ear-tufted marmoset; primates; Canis dog; variegated lemur	infections
268854	Phaeoacremonium venezuelense			plants; human	infections
66226	Phaeoannellomyces elegans			human	infections
66225	Phaeoannellomyces werneckii			human	infections
279291	Phaeomyces kuwaitiensis			human	infections
179659	Phaeotrichoconis crotalariae			human	infections
273507	Phanerochaete chrysosporium			human	infections
48140	Phanerochaete sordida			plants	infections
1550885	Phaneropsolus bonnei			human	infections
1093900	Phialemoniopsis curvata			carnivores; human; Canis dog	infections
1093900	Phialemonium curvatum			human	infections
291973	Phialemonium obovatum			human	infections
91933	Phialophora bubakii			human	infections
40355	Phialophora pedrosoi			human	infections
91939	Phialophora repens			human	infections
41990	Phialophora richardsiae			human	infections
39412	Phialophora verrucosa			human	infections
685953	Philophthalmus lacrymosus			human	infections
6271	Phocanema decipiens			human	infections
798079	Phoma cava			human	infections
37463	Phoma cruris-hominis			human	infections
297020	Phoma eupyrena			human	infections
749621	Phoma glomerata			human	infections
73001	Phoma herbarum			human	infections
37463	Phoma hibernica			human	infections
37463	Phoma minutella			human	infections
37463	Phoma oculo-hominis			human	infections
763407	Phycomyces blakesleeanus			human	infections
55181	Phyllosticta citricarpa			citrus trees	citrus black spot
75558	Physaloptera caucasica			animals; human	infections
75558	Physaloptera transfuga			animals; human	infections
763924	Phytophthora capsici			Cucurbits	infections
622258	Phytophthora cinnamomi 			plants	root rot; dieback
403677	Phytophthora infestans			potato plants	potato blight
761204	Phytophthora parasitica			onion plants	phytophthora neck and bulb rot
164328	Phytophthora ramorum			trees	sudden oak death
67593	Phytophthora sojae			soybean	Phytophthora root and stem rot 
53655	Pichia fermentans			human; cattle; ungulates	infections
4909	Pichia kudriavzevii			human	infections
4921	Pichia norvegensis			human	infections
147573	Piedraia hortae			human	infections
84104	Plagiorchis harinasutai			human	infections
84104	Plagiorchis javensis			human	infections
84105	Plagiorchis muris			human	infections
84104	Plagiorchis philippinensis			human	infections
5821	Plasmodium berghei			rodents	malaria
5825	Plasmodium chabaudi			rodents	malaria
31271	Plasmodium chabaudi chabaudi			rodents	malaria
208452	Plasmodium coatneyi			rhesus macaques	malaria
1120755	Plasmodium cynomolgi strain B			primates; human	malaria
5833	Plasmodium falciparum			mosquitos; human; white-nosed guenon; chimpanzees; cattle; gorilla; mouse	malaria
5849	Plasmodium gallinaceum			chicken	malaria
5850	Plasmodium knowlesi			primates; human	malaria
5858	Plasmodium malariae			chimpanzees; human	malaria
36330	Plasmodium ovale			chimpanzees; human	malaria
5854	Plasmodium reichenowi			chimpanzee	malaria
5859	Plasmodium simium			South American squirrel monkey; human	malaria
5855	Plasmodium vivax			chimpanzees; primates; human	malaria
352914	Plasmodium yoelii			rodents	malaria
565432	Pleurophoma pleurospora			saguinus fuscicollis; Geoffroy's marmoset; whales; grey mouse lemur; cats; ferret; Mongolian jird; primates; mouse; Canis dog; white-nosed guenon; human; white ear-tufted marmoset; rodents; owl-faced monkey; rats; cercopithecus lhoesti; garden dormouse; bamboo lemur; Goeldi's monkey; European polecat; chicken; Midas tamarin; cotton-top tamarin; Eurasian shrew; black-chinned emperor tamarin; carnivores; field vole; ungulates; Guianan saki; South American squirrel monkey	infections
4754	Pneumocystis carinii			human	infections
42068	Pneumocystis jirovecii			human	infections
34502	Poikilorchis congolensis			human	infections
548582	Procerovum calderoni			animals; human	infections
0	Prohemistomum vivax			fish	infections
99684	Prosthodendrium molenkampi			human	infections
3111	Prototheca wickerhamii			cattle; human	infections
3112	Prototheca zopfii			human	infections
70116	Pseudallescheria angusta			human; ungulates; pig; cattle; Canis dog; koala	infections
45271	Pseudallescheria ellipsoidea			human	infections
315945	Pseudallescheria minutispora			human	infections
524294	Pseudamphistomum aethiopicum			mammals; human	infections
524295	Pseudamphistomum truncatum			mammals; human	infections
5597	Pseudoallescheria boydii			human	infections
0	Pseudomicrodochium suttonii			human	infections
6271	Pseudoterranova decipiens			Northern elephant seal; grey seal; hooded seal; human; northern sea lion; harbor seal; anglerfish; California sealion; European smelt; sea otter; blackfin icefish	infections
0	Psilorchis hominis			human	infections
418459	Puccinia graminis 			cereal crops	rust disease
33203	Purpureocillium lilacinum			human	infections
104472	Pygidiopsis summa			human	infections
0	Pyramicocephalus anthrocephalus			human	infections
798079	Pyrenochaeta cava			guazuma ulmifolia; human	infections
1489893	Pyrenochaeta mackinnonii			mango; sugar-apple; human; barley	infections
1234271	Pyrenochaeta romeroi			human	infections
555973	Pyrenochaeta unguis-hominis			human	infections
65070	Pythium aphanidermatum			plants; human	pythiosis
