superkingdom	phylum	class	order	family	year	status	reference	name	taxid
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	2012	putative	"Yassin, A. F., et al. ""Cruoricaptor ignavus gen. nov., sp. nov., a novel bacterium of the family Flavobacteriaceae isolated from blood culture of a man with bacteraemia."" Systematic and applied microbiology 35.7 (2012): 421-426."	Cruoricaptor ignavus	1118202
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Dietziaceae	2012	putative	"Kämpfer, P., et al. ""Dietzia aurantiaca sp. nov., isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 62.Pt_3 (2012): 484-488."	Dietzia aurantiaca	983873
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	2012	established	"Nørskov-Lauritsen, Niels, et al. ""Identification of haemolytic Haemophilus species isolated from human clinical specimens and description of Haemophilus sputorum sp. nov."" International Journal of Medical Microbiology 302.2 (2012): 78-83."	Haemophilus sputorum	1078480
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	2012	established	Taylor et al	Helicobacter heilmannii	35817
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2012	established	"Vandamme, Peter, et al. ""Kerstersia similis sp. nov., isolated from human clinical samples."" International journal of systematic and evolutionary microbiology 62.Pt_9 (2012): 2156-2159."	Kerstersia similis	206505
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	2012	putative	"Hedberg, Maria E., et al. ""Lachnoanaerobaculum gen. nov., a new genus in the Lachnospiraceae: characterization of Lachnoanaerobaculum umeaense gen. nov., sp. nov., isolated from the human small intestine, and Lachnoanaerobaculum orale sp. nov., isolated from saliva, and reclassification of Eubacterium saburreum (Prevot 1966) Holdeman and Moore 1970 as Lachnoanaerobaculum saburreum comb. nov."" International journal of systematic and evolutionary microbiology 62.Pt 11 (2012): 2685."	Lachnoanaerobaculum umeaense	617123
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	2012	putative	"Yang, Genyan, et al. ""Legionella nagasakiensis sp. nov., isolated from water samples and from a patient with pneumonia."" International journal of systematic and evolutionary microbiology 62.2 (2012): 284-288."	Legionella nagasakiensis	535290
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	2012	putative	"Edelstein, Paul H., et al. ""Legionella steelei sp. nov., isolated from human respiratory specimens in California, USA, and South Australia."" International journal of systematic and evolutionary microbiology 62.Pt_8 (2012): 1766-1771."	Legionella steelei	947033
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	2012	putative	"Pearce, Meghan M., et al. ""Legionella cardiaca sp. nov., isolated from a case of native valve endocarditis in a human heart."" International journal of systematic and evolutionary microbiology 62.Pt 12 (2012): 2946."	Legionella cardiaca	1071983
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	2012	putative	"Kämpfer, Peter, et al. ""Massilia oculi sp. nov., isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 62.2 (2012): 364-369."	Massilia oculi	945844
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2012	putative	"Kim, Byoung-Jun, et al. ""Mycobacterium koreense sp. nov., a slowly growing non-chromogenic species closely related to Mycobacterium triviale."" International journal of systematic and evolutionary microbiology 62.Pt_6 (2012): 1289-1295."	Mycobacterium koreense	1069220
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	2012	putative	"Pérez-Lazo, G., et al. ""First report of Myroides phaeus bacteraemia identified by polymerase chain reaction and genetic sequencing."" IDCases 19 (2020): e00695."	Myroides phaeus	702745
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2012	putative	"Ulger-Toprak, Nurver, et al. ""Peptoniphilus duerdenii sp. nov. and Peptoniphilus koenoeneniae sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 62.Pt_10 (2012): 2336-2341."	Peptoniphilus duerdenii	507750
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2012	putative	"Citron, Diane M., Kerin L. Tyrrell, and Ellie JC Goldstein. ""Peptoniphilus coxii sp. nov. and Peptoniphilus tyrrelliae sp. nov. isolated from human clinical infections."" Anaerobe 18.2 (2012): 244-248."	Peptoniphilus coxii	
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2012	established	"Citron, Diane M., Kerin L. Tyrrell, and Ellie JC Goldstein. ""Peptoniphilus coxii sp. nov. and Peptoniphilus tyrrelliae sp. nov. isolated from human clinical infections."" Anaerobe 18.2 (2012): 244-248."	Peptoniphilus tyrrelliae	755171
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2012	putative	"Ulger-Toprak, Nurver, et al. ""Peptoniphilus duerdenii sp. nov. and Peptoniphilus koenoeneniae sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 62.Pt_10 (2012): 2336-2341."	Peptoniphilus koenoeneniae	507751
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	2012	established	"Wirth, Samantha E., et al. ""Psychrobacter sanguinis sp. nov., recovered from four clinical specimens over a 4-year period."" International journal of systematic and evolutionary microbiology 62.1 (2012): 49-54."	Psychrobacter sanguinis	861445
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2012	established	"Duployez, Claire, et al. ""Sneathia amnii, an unusual pathogen in spondylitis: A case report."" Anaerobe 66 (2020): 102277."	Sneathia amnii	187101
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2012	established	"Zbinden, Andrea, et al. ""Streptococcus tigurinus sp. nov., isolated from blood of patients with endocarditis, meningitis and spondylodiscitis."" International journal of systematic and evolutionary microbiology 62.Pt_12 (2012): 2941-2945."	Streptococcus tigurinus	1077464
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2012	putative	"Lau, Susanna KP, et al. ""Streptococcus hongkongensis sp. nov., isolated from a patient with an infected puncture wound and from a marine flatfish."" International journal of systematic and evolutionary microbiology 63.Pt_7 (2013): 2570-2576."	Streptococcus hongkongensis	910939
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	established	"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."	Achromobacter aegrifaciens	1287736
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	putative	"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."	Achromobacter anxifer	1287737
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	established	"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."	Achromobacter dolens	1287738
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	established	"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."	Achromobacter insuavis	1287735
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	established	"Vandamme, Peter, et al. ""Achromobacter animicus sp. nov., Achromobacter mucicolens sp. nov., Achromobacter pulmonis sp. nov. and Achromobacter spiritinus sp. nov., from human clinical samples."" Systematic and applied microbiology 36.1 (2013): 1-10."	Achromobacter mucicolens	1389922
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	established	"Vandamme, Peter, et al. ""Achromobacter animicus sp. nov., Achromobacter mucicolens sp. nov., Achromobacter pulmonis sp. nov. and Achromobacter spiritinus sp. nov., from human clinical samples."" Systematic and applied microbiology 36.1 (2013): 1-10."	Achromobacter pulmonis	1389932
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	putative	"Vandamme, Peter, et al. ""Achromobacter animicus sp. nov., Achromobacter mucicolens sp. nov., Achromobacter pulmonis sp. nov. and Achromobacter spiritinus sp. nov., from human clinical samples."" Systematic and applied microbiology 36.1 (2013): 1-10."	Achromobacter spiritinus	470868
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2013	putative	"Moremi, Nyambura, et al. ""Multidrug-resistant Achromobacter animicus causing wound infection in a street child in Mwanza, Tanzania."" Diagnostic microbiology and infectious disease 88.1 (2017): 58-61."	Achromobacter animicus	1389935
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	2013	established	"Toprak, N. Ulger, et al. ""Alloprevotella rava isolated from a mixed infection of an elderly patient with chronic mandibular osteomyelitis mimicking oral squamous cell carcinoma."" New Microbes and New Infections 42 (2021): 100880."	Alloprevotella rava	671218
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	2013	established	"Guinebretière, Marie-Hélène, et al. ""Bacillus cytotoxicus sp. nov. is a novel thermotolerant species of the Bacillus cereus group occasionally associated with food poisoning."" International journal of systematic and evolutionary microbiology 63.Pt_1 (2013): 31-40."	Bacillus cytotoxicus	580165
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	2013	established	"Holmes, B., A. G. Steigerwalt, and A. C. Nicholson. ""DNA–DNA hybridization study of strains of Chryseobacterium, Elizabethkingia and Empedobacter and of other usually indole-producing non-fermenters of CDC groups IIc, IIe, IIh and IIi, mostly from human clinical sources, and proposals of Chryseobacterium bernardetii sp. nov., Chryseobacterium carnis sp. nov., Chryseobacterium lactis sp. nov., Chryseobacterium nakagawai sp. nov. and Chryseobacterium taklimakanense comb. nov."" International journal of systematic and evolutionary microbiology 63.0 12 (2013): 4639."	Chryseobacterium bernardetii	1241978
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	2013	putative	"Holmes, B., A. G. Steigerwalt, and A. C. Nicholson. ""DNA–DNA hybridization study of strains of Chryseobacterium, Elizabethkingia and Empedobacter and of other usually indole-producing non-fermenters of CDC groups IIc, IIe, IIh and IIi, mostly from human clinical sources, and proposals of Chryseobacterium bernardetii sp. nov., Chryseobacterium carnis sp. nov., Chryseobacterium lactis sp. nov., Chryseobacterium nakagawai sp. nov. and Chryseobacterium taklimakanense comb. nov."" International journal of systematic and evolutionary microbiology 63.0 12 (2013): 4639."	Chryseobacterium nakagawai	1241982
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	2013	putative	"Vasoo, Shawn, et al. ""Desulfovibrio legallii prosthetic shoulder joint infection and review of antimicrobial susceptibility and clinical characteristics of Desulfovibrio infections."" Journal of clinical microbiology 52.8 (2014): 3105-3110."	Desulfovibrio legallii	571438
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	2013	putative	"Glaeser, Stefanie P., et al. ""Alicyclobacillusconsociatus sp. nov., isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 63.Pt_10 (2013): 3623-3627."	Effusibacillus consociatus	1117041
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	2013	putative	"Zakham, Fathiah, et al. ""Molecular diagnosis and enrichment culture identified a septic pseudoarthrosis due to an infection with Erysipelatoclostridium ramosum."" International Journal of Infectious Diseases 81 (2019): 167-169."	Erysipelatoclostridium ramosum	1547
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	2013	putative	"Vartoukian, Sonia R., et al. ""Fretibacterium fastidiosum gen. nov., sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 63.Pt_2 (2013): 458-463."	Fretibacterium fastidiosum	651822
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	2013	established	"Buss, Sarah N., et al. ""Hazenella coriacea gen. nov., sp. nov., isolated from clinical specimens."" International journal of systematic and evolutionary microbiology 63.Pt_11 (2013): 4087-4093."	Hazenella coriacea	1179467
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	2013	putative	"Sharma, Poonam, et al. ""Phenotypic and genotypic properties of Microbacterium yannicii, a recently described multidrug resistant bacterium isolated from a lung transplanted patient with cystic fibrosis in France."" BMC microbiology 13.1 (2013): 1-11."	Microbacterium yannicii	671622
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2013	putative	"Ramos, Jesus Pais, et al. ""Mycobacterium fragae sp. nov., a non-chromogenic species isolated from human respiratory specimens."" International journal of systematic and evolutionary microbiology 63.Pt_7 (2013): 2583-2587."	Mycobacterium fragae	1260918
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2013	established	"Aburjania, Nana, et al. ""Chronic tenosynovitis of the hand caused by Mycobacterium heraklionense."" International journal of mycobacteriology 5.3 (2016): 273-275."	Mycobacterium heraklionense	512402
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2013	established	"Shojaei, Hasan, et al. ""Mycobacterium iranicum sp. nov., a rapidly growing scotochromogenic species isolated from clinical specimens on three different continents."" International journal of systematic and evolutionary microbiology 63.Pt_4 (2013): 1383-1389."	Mycobacterium iranicum	912594
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2013	established	"Hong, Sung Kuk, et al. ""First case of Mycobacterium longobardum infection."" Annals of laboratory medicine 33.5 (2013): 356-359."	Mycobacterium longobardum	1108812
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2013	putative	"Kim, Byoung-Jun, et al. ""Mycobacteriumparakoreense sp. nov., a slowly growing non-chromogenic species related to Mycobacterium koreense, isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 63.Pt_6 (2013): 2301-2308."	Mycobacterium parakoreense	1069221
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	2013	established	"Baniulyte, Gabriele, et al. ""Neisseria oralis septicaemia in a newborn: first recorded case."" Paediatrics and International Child Health (2020): 1-2."	Neisseria oralis	1107316
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2013	established	"Ezeoke, Ifeoma, et al. ""Nocardia amikacinitolerans sp. nov., an amikacin-resistant human pathogen."" International journal of systematic and evolutionary microbiology 63.Pt_3 (2013): 1056-1061."	Nocardia amikacinitolerans	756689
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	2013	established	"Sydenham, Thomas V., et al. ""Four cases of bacteremia caused by Oscillibacter ruminantium, a newly described species."" Journal of clinical microbiology 52.4 (2014): 1304-1307."	Oscillibacter ruminantium	1263547
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2013	putative	"Glaeser, Stefanie P., et al. ""Paenibacillus vulneris sp. nov., isolated from a necrotic wound."" International journal of systematic and evolutionary microbiology 63.Pt_2 (2013): 777-782."	Paenibacillus vulneris	1133364
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	2013	putative	"Kroumova, Vesselina, et al. ""From soil to blood: first human case of Sphingobacterium hotanense bacteraemia."" Infez Med 25.1 (2017): 75-6."	Sphingobacterium hotanense	649196
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	2013	established	"Thaipadungpanit, Janjira, et al. ""Clinical and molecular epidemiology of Staphylococcus argenteus infections in Thailand."" Journal of clinical microbiology 53.3 (2015): 1005-1008."	Staphylococcus argenteus	985002
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	2013	putative	"Sizova, Maria V., et al. ""Stomatobaculum longum gen. nov., sp. nov., an obligately anaerobic bacterium from the human oral cavity."" International journal of systematic and evolutionary microbiology 63.Pt 4 (2013): 1450."	Stomatobaculum longum	796942
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	2014	putative	"Cools, Piet, et al. ""Atopobiumdeltae sp. nov., isolated from the blood of a patient with Fournier’s gangrene."" International journal of systematic and evolutionary microbiology 64.Pt_9 (2014): 3140-3145."	Atopobium deltae	1393034
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	2014	putative	"Kamel, Omar, et al. ""Butyricimonas faecihominis and Eubacterium callanderi mixed bloodstream infection after appendicular peritonitis."" Anaerobe (2021): 102419."	Butyricimonas faecihominis	1472416
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	2014	putative	"Aravena-Román, M., et al. ""Canibacter oris gen. nov., sp. nov., isolated from an infected human wound."" International journal of systematic and evolutionary microbiology 64.Pt_5 (2014): 1635-1640."	Canibacter oris	1365628
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	2014	putative	"Amir, Itay, et al. ""Eisenbergiella tayi gen. nov., sp. nov., isolated from human blood."" International journal of systematic and evolutionary microbiology 64.Pt_3 (2014): 907-914."	Eisenbergiella tayi	1432052
Bacteria	Firmicutes	Clostridia	Eubacteriales	not assigned to family]	2014	putative	"Pagnier, Isabelle, et al. ""Non-contiguous finished genome sequence and description of Fenollaria massiliensis gen. nov., sp. nov., a new genus of anaerobic bacterium."" Standards in genomic sciences 9.3 (2014): 704-717."	Fenollaria massiliensis	938288
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	2014	established	"Korczak, Bożena M., et al. ""Frederiksenia canicola gen. nov., sp. nov. isolated from dogs and human dog-bite wounds."" Antonie Van Leeuwenhoek 105.4 (2014): 731-741."	Frederiksenia canicola	123824
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	2014	putative	"Hung, Wei-Chun, et al. ""Gemella parahaemolysans sp. nov. and Gemella taiwanensis sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 64.Pt_6 (2014): 2060-2065."	Gemella parahaemolysans	1179782
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	2014	established	"Hikone, Mayu, et al. ""The first case report of infective endocarditis caused by Gemella taiwanensis."" Journal of infection and chemotherapy 23.8 (2017): 567-571."	Gemella taiwanensis	1179787
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	2014	putative	"Kang, Ying-Qian, et al. ""Gordonia iterans sp. nov., isolated from a patient with pneumonia."" International journal of systematic and evolutionary microbiology 64.Pt_10 (2014): 3520-3525."	Gordonia iterans	1004901
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	2014	putative	"Çuha, Mervenur Demir, et al. ""A rare case of necrotizing fasciitis of the abdominal wall due to Hungatella effluvii and Streptococcus constellatus."" Anaerobe 70 (2021): 102409."	Hungatella effluvii	1096246
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	2014	established	"Breurec, Sebastien, et al. ""Liver abscess caused by infection with community-acquired Klebsiella quasipneumoniae subsp. quasipneumoniae."" Emerging infectious diseases 22.3 (2016): 529."	Klebsiella quasipneumoniae	1463165
Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	2014	established	"Bourhy, Pascale, et al. ""Leptospira mayottensis sp. nov., a pathogenic species of the genus Leptospira isolated from humans."" International journal of systematic and evolutionary microbiology 64.Pt 12 (2014): 4061."	Leptospira mayottensis	1137606
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2014	established	"Takajo, I., et al. ""Pseudo-outbreak of Mycobacterium paragordonae in a hospital: possible role of the aerator/rectifier connected to the faucet of the water supply system."" Journal of Hospital Infection 104.4 (2020): 545-551."	Mycobacterium paragordonae	1389713
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2014	established	"Lasker, Brent A., et al. ""Nocardia vulneris sp. nov., isolated from wounds of human patients in North America."" Antonie van Leeuwenhoek 106.3 (2014): 543-553."	Nocardia vulneris	1141657
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2014	established	"Jones, Amanda, et al. ""Nocardia kroppenstedtii sp. nov., a novel actinomycete isolated from a lung transplant patient with a pulmonary infection."" International journal of systematic and evolutionary microbiology 64.3 (2014): 751-754."	Nocardia kroppenstedtii	341199
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	2014	putative	"Sizova, Maria V., et al. ""Oribacterium parvum sp. nov. and Oribacterium asaccharolyticum sp. nov., obligately anaerobic bacteria from the human oral cavity, and emended description of the genus Oribacterium."" International journal of systematic and evolutionary microbiology 64.Pt 8 (2014): 2642."	Oribacterium asaccharolyticum	1501332
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	2014	putative	"Sizova, Maria V., et al. ""Oribacterium parvum sp. nov. and Oribacterium asaccharolyticum sp. nov., obligately anaerobic bacteria from the human oral cavity, and emended description of the genus Oribacterium."" International journal of systematic and evolutionary microbiology 64.Pt 8 (2014): 2642."	Oribacterium parvum	1501329
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2014	putative	"Woo, Patrick CY, et al. ""Streptobacillus hongkongensis sp. nov., isolated from patients with quinsy and septic arthritis, and emended descriptions of the genus Streptobacillus and Streptobacillusmoniliformis."" International journal of systematic and evolutionary microbiology 64.Pt_9 (2014): 3034-3039."	Streptobacillus hongkongensis	1162717
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	2014	putative	"Schweizer, Mona, et al. ""Chronic osteomyelitis due to tissierella carlieri: first case."" Open forum infectious diseases. Vol. 3. No. 1. Oxford University Press, 2016."	Tissierella carlieri	689904
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	2015	established	"Krizova, Lenka, et al. ""Acinetobacter variabilis sp. nov.(formerly DNA group 15 sensu Tjernberg & Ursing), isolated from humans and animals."" International journal of systematic and evolutionary microbiology 65.Pt 3 (2015): 857."	Acinetobacter variabilis	70346
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	2015	established	"Kishii, Kozue, et al. ""The first cases of human bacteremia caused by Acinetobacter seifertii in Japan."" Journal of Infection and Chemotherapy 22.5 (2016): 342-345."	Acinetobacter seifertii	1530123
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2015	putative	"Calatrava, Elizabeth, Jaime Borrego, and Fernando Cobo. ""Breast abscess due to Trueperella bernardiae and Actinotignum sanguinis."" Revista Española de Quimioterapia 32.2 (2019): 200."	Actinotignum sanguinis	1445614
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2015	established	"Veloo, A. C. M., P. E. Elgersma, and A. J. van Winkelhoff. ""Anaerococcus degenerii sp. nov., isolated from human clinical specimens."" Anaerobe 33 (2015): 71-75."	Anaerococcus degenerii	361500
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	2015	established	"Mullins, Kristin E., et al. ""Description of Bartonella ancashensis sp. nov., isolated from the blood of two patients with verruga peruana."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3339-3343."	Bartonella ancashensis	1318743
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	2015	established	"Sohn, Kyung Mok, et al. ""A new causative bacteria of infective endocarditis, Bergeyella cardium sp. nov."" Diagnostic microbiology and infectious disease 81.3 (2015): 213-216."	Bergeyella cardium	1585976
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2015	putative	"Vandamme, Peter A., et al. ""Bordetella bronchialis sp. nov., Bordetella flabilis sp. nov. and Bordetella sputigena sp. nov., isolated from human respiratory specimens, and reclassification of Achromobacter sediminum Zhang et al. 2014 as Verticia sediminum gen. nov., comb. nov."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3674-3682."	Bordetella bronchialis	463025
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2015	putative	"Vandamme, Peter A., et al. ""Bordetella bronchialis sp. nov., Bordetella flabilis sp. nov. and Bordetella sputigena sp. nov., isolated from human respiratory specimens, and reclassification of Achromobacter sediminum Zhang et al. 2014 as Verticia sediminum gen. nov., comb. nov."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3674-3682."	Bordetella flabilis	463014
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2015	putative	"Vandamme, Peter A., et al. ""Bordetella bronchialis sp. nov., Bordetella flabilis sp. nov. and Bordetella sputigena sp. nov., isolated from human respiratory specimens, and reclassification of Achromobacter sediminum Zhang et al. 2014 as Verticia sediminum gen. nov., comb. nov."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3674-3682."	Bordetella sputigena	1416810
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	2015	putative	"De Smet, Birgit, et al. ""Burkholderia stagnalis sp. nov. and Burkholderia territorii sp. nov., two novel Burkholderia cepacia complex species from environmental and human sources."" International journal of systematic and evolutionary microbiology 65.Pt_7 (2015): 2265-2271."	Burkholderia stagnalis	1503054
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	2015	established	"Clermont, Dominique, et al. ""Multilocus sequence analysis of the genus Citrobacter and description of Citrobacter pasteurii sp. nov."" International journal of systematic and evolutionary microbiology 65.Pt_5 (2015): 1486-1490."	Citrobacter pasteurii	1563222
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	2015	established	"LaVergne, Stephanie, Thaidra Gaufin, and Douglas Richman. ""Myroides injenensis bacteremia and severe cellulitis."" Open forum infectious diseases. Vol. 6. No. 7. US: Oxford University Press, 2019."	Myroides injenensis	1183151
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2015	established	"Lasker, Brent A., et al. ""Nocardia arizonensis sp. nov., obtained from human respiratory specimens."" Antonie van Leeuwenhoek 108.5 (2015): 1129-1137."	Nocardia arizonensis	1141647
